,text_a,label
126,RT @TomFitton: FBI finds mail-in ballots discarded in Pennsylvania. All of them were cast for President @RealDonaldTrump. https://t.co/9i20Uqrhr7 via @breaking911,1
127,"An incredibly insensitive message from the President. 210,000 lives have been taken as a result of this deadly disease. Americans all over the country are grieving over the loss of family members, friends, neighbors, or coworkers gone forever. Shameful.
https://t.co/HLW94JPdhM",2
128,"Trump's healthcare plan today is the same as it's been since he took office - to take your care away.

He tried and failed to repeal it in Congress. He's trying in the courts. And he's refusing to stop in the middle of a pandemic.

Why should we expect any different? https://t.co/SuLHaiVtcZ QUOTE @CNNPolitics: President Trump promised a health care plan before the end of August. It never came https://t.co/Ds7vyiQ9ls https://t.co/VzDFp4dLmD",2
129,"RT @thehill: Karen Bass blasts Trump ahead of trip to Kenosha: His ""only"" purpose is to ""agitate"" violence https://t.co/eEsewaegro https://t.co/Q9FucsVYjE",3
130,"No one should be surprised—but everyone should be shocked—at Trump’s impetuous, self-centered choice. The American people will suffer, needlessly, heightening economic hardship &amp; pandemic heartbreak. https://t.co/2EtWdfsxRL",3
131,"Justices Kagan, Breyer, and Sotomayor blasted Kavanaugh's opinion in their dissent, rightly saying the Court had now formally blessed voter disenfranchisement. This is not what democracy looks like. 2/2
https://t.co/fGjFtFZYV9",3
132,Let me be as clear as possible: We don’t want Florida offshore oil drilling Pres Trump! https://t.co/qNaMVBvj3P,3
133,"RT @TBArkansas: The U.S. Department of Agriculture (USDA) will spend $11.8 million to improve rural broadband access in Arkansas. The money will come in the form of grants from the ReConnect Program, a $550 millio...
https://t.co/zIvNOBMziv",3
134,RT @cheddar: .@RepBera said Thursday that Congress should not wait until Joe Biden is inaugurated to take immediate action on the rising number of coronavirus cases. https://t.co/bEyUFAzomk,2
135,"We need to make sure devices on the federal government’s networks are protected from hackers &amp; malicious cyber attacks. I'm proud the US House passed my bipartisan legislation with @MarkWarner to improve the federal government's cybersecurity requirements.
https://t.co/xqkdnwNYM8",2
136,"#OrangeCounty's SafeDineOC Restaurant Program has been extended through Oct. 16. Grants up to $5,000—allocated through CARES Act funding—are aimed to support local restaurants that are safely reopening. For more info or to apply, visit https://t.co/lPZF3oXh6y.",1
137,"#MyNameIs Salud which means health in Spanish. I'm proud of my name &amp; of my parents who brought me here when I was five. They worked hard to put food on the table &amp; as a farmworker, my father worked hard to put food on YOUR table. #IWillVote Joe &amp; Kamala bc they value diversity https://t.co/K0J1f6cHEL QUOTE @ossoff: BREAKING: GOP Sen. David Perdue (R-Ga.) mocks Sen. Kamala Harris' name as ""Kamala-mala-mala whatever"" at Trump rally in Georgia.

Chip in $1 to end his career: https://t.co/iThIMKD9wZ https://t.co/4lYKJ7x71l",2
138,"The headline says it all.

@SenateGOP doesn’t care you can’t make rent. They don’t care that you’re struggling to eat. They don’t care about #WorkingFamilies.

They’re content with their own inaction. Pass the #HeroesAct, @senatemajldr!

https://t.co/4gfO7R6dLT",1
139,"RT @VetAffairsDems: Everyday – especially on #WorldMentalHealthDay – it is important to know that it is ok to not be ok.

The Veterans Crisis Line is available 24/7 to help veterans experiencing a #MentalHealth crisis.

📞Call 1-800-273-8255 &amp; press 1
🖥️Visit https://t.co/Tm2j4kcVaQ
📱Text 838255 https://t.co/9XjEQVPUOK",3
140,"RT @madialder: “Convenient access to public records and public courthouses shouldn’t be a privilege just for the wealthy few and their silk stocking, tassel shoe wearing corporate lawyers,” @RepHankJohnson said at the markup. https://t.co/4P6ClE3DUl",2
141,"#ICYMI: Check out my OP-ED with @RepJoeCourtney on what steps we need to take to defeat #COVID19 and unite the country.
https://t.co/seD38WQlau",3
142,"Despite clear evidence of coal’s toxicity &amp; direct contribution to the #ClimateCrisis, @EPAAWheeler is scaling back wastewater treatment regulations to enrich his friends. This leaves our communities w polluted water &amp; favors a dangerous &amp; dying industry https://t.co/PB0z5UisyM",2
143,RT @Data_Orbital: BREAKING: Voting center analysis shows potential Election Day complications if not corrected. Analysis available here: https://t.co/GW2CouSGkq https://t.co/w9J7yzzmNM,3
144,"RT @CoCoHealth: With 12 testing sites in the county, find the one that best fits your needs. Go to https://t.co/4eFeHWDGbc or call (844) 421-0804 to schedule an appointment at one of our convenient drive thru or walk-in sites. https://t.co/IbIvmOfK5i",2
145,"Jacob Blake should not be fighting for his life right now. 

As @JoeBiden said, there must be an immediate investigation and the officers involved should be held accountable. 

Jacob, our nation is praying for you and your entire family. https://t.co/F4CSs6JnjS QUOTE @JoeBiden: Yesterday, Jacob Blake was shot seven times in the back by police. His kids watched from the car. Today, we woke to grieve yet again.

We need a full and transparent investigation. https://t.co/9X7l25nq8d",2
146,"RT @CountyofSonoma: If you are re-entering your area after an evacuation order, here are some safety recommendations for how to return home safely.
https://t.co/97zFPQ4TRS",1
147,"While LB may no longer be accepting plastics 3-7, these have NEVER been recyclable. They were usually shipped abroad or incinerated - devastating to frontline communities. We must pass my bill H.R. HR5845/ S3263 here in Washington and SB54/AB1080 in CA!
https://t.co/VRhmRV9InB",2
148,"RT @DailyCaller: Tony Bobulinski Says FBI Interviewed Him For 5 Hours About Bidens, Chinese Business Deal https://t.co/Af7tGjgj7Z",3
149,"Looking forward to discussing historic momentum in the #Arctic, including first new icebreakers in a generation, new Arctic deep-water port at Nome, new DoD regional center, and America’s most robust Arctic strategy document to date by @usairforce. Tune in at noon AKDT / 4pm ET. https://t.co/pGdha5gFeS QUOTE @TheWilsonCenter: Join us today at 4 p.m. for a discussion on the U.S. Air Force Arctic Strategy, Alaska, and the New Arctic, with Alaska's Senators @lisamurkowski and @SenDanSullivan: https://t.co/fkGgfOFM9i",2
150,"RT @RepPressley: Despite eviction moratoriums, some renters in Massachusetts have still faced illegal evictions. 

We must guarantee legal representation for tenants at risk of eviction, which is why @SenKamalaHarris, @RosaDeLauro &amp; I introduced the HELP Act. 

https://t.co/rYD2OinQy4",2
151,"Great news! But we all know $300 a week doesn't scratch the surface of what Alabamians need to survive during this pandemic. #TheHEROESAct would provide $600 a week in unemployment &amp; another $1,200 stimulus check... but it's still on @senatemajldr's desk.

https://t.co/BF7giJjsqC",1
152,"Congratulations to Sydney Barber, who will be the first Black woman to serve as U.S. Naval Academy brigade commander. Black women continue to lead the way and make history. 

Representation in leadership matters. https://t.co/Bzh8DvRwON QUOTE @nytimes: Sydney Barber will be the U.S. Naval Academy's first Black female brigade commander, breaking one of the final leadership barriers in the school’s 175-year history.
https://t.co/6IzALKtKrf",3
153,"Hey #CA33, have you filled out the Census yet @CityMalibu's response rate is down 20%+ from 2010. @CityofBevHills is off by 10%. 

Please make sure you fill out your #Census by the September 30 deadline! #BeCounted

➡️➡️➡️ https://t.co/CZDlJjPDvP ⬅️⬅️⬅️

https://t.co/6zGIZpnTsX",3
154,Sisters 12 yr old Kimora &amp; 8 yr old Kylie both suffer from sickle cell disease that alters the shape of red blood cells. The altered cells die early &amp; can cause extreme pain. The family is partnering w/ DKMS. All who want to help should visit DKMS website. https://t.co/TttqKC94V8,2
155,"58,000 of the men and women I served with during the Vietnam War never came home. 

Donald Trump, who chose not to serve, has the audacity to call those who gave the ultimate sacrifice “losers.” It’s vile from anyone, but  especially a Commander in Chief.

https://t.co/zK4NWXFCEv",2
156,"If a fire truck showed up to a crowded burning house, and just for kicks, decided to just watch the fire burn, killing an entire family, those guys would go to jail. https://t.co/GSFLBsrMJa QUOTE @mitchellreports: Washington Post: Trump tells Bob Woodward he intentionally downplayed severity of coronavirus @costareports @MSNBC https://t.co/GsTFChDiIL",3
157,"The liberal media is doing everything it can to keep Americans from seeing Amy Coney Barrett as a highly qualified SCOTUS candidate, including limiting coverage of the #SCOTUSHearings.

CNN is terrified the American people will see through their lies.
https://t.co/J0TVz2skV0",2
158,"Joyce and I are continuing to pray for Attorney Allister Adel during these difficult past few days. We hope she has a speedy recovery and returns to good health soon. 🙏🏻 https://t.co/bLfYVlYfI1 QUOTE @KTAR923: NEW: Maricopa County Attorney Allister Adel remains hospitalized in serious but stable condition after she suffered effects from a fall.
https://t.co/eUIJoRuyFD",3
159,This report suggest that the President could have committed serious financial crimes in the middle of his 2016 campaign. We need a full investigation immediately. https://t.co/73ddoGsGwr,1
160,Eversource expecting ratepayers to pay them for their incompetence? As wrong as their poor preparation for Isaias. https://t.co/sA5XD5T3uU,2
161,"Never Again only happens when we learn from history’s darkest moments. Otherwise we're doomed to repeat them.

Autocracy is on the rise globally. White nationalism &amp; anti-Semitism have reared their ugly heads at home.

We must strengthen Holocaust education. We must never forget. https://t.co/BuE9CA3339 QUOTE @guardian: Nearly two-thirds of US adults unaware 6m Jews killed in the Holocaust – study https://t.co/UAW1WzyjLD",3
162,"This is great news! As I’ve said countless times, we can combat the climate crisis and create good-paying jobs at the same time. Yet another reason why we need to pass my Zero Emission Vehicle Act!
https://t.co/mT4v9CovBo",3
163,"I was proud to support the #GreatAmericanOutdoorsAct earlier this month.
 
Thanks to these funds Arkansas’s 2.9 million acres of national forest and seven National Parks sites will continue to be enjoyed for future generations of Arkansans and visitors.
 
https://t.co/ptrk7n4oEl",1
164,"New College President Donal O’Shea 
@NewCollegeofFL leaves big shoes to fill when he retires at the end of the school year. Thanks, Donal, for all you have done to instill so much pride in our Sarasota institution. 
https://t.co/5zCrIhvAV7",1
165,"RT @janschakowsky: Don’t believe @realDonaldTrump and @SenateGOP when they say they are fighting for you when it comes to #COVID19 relief. They’re fighting for corporations to be protected in this pandemic, not you! https://t.co/8SUabwmTET",1
166,RT @abbybroyles: It's Abby's 31st birthday!! Join us in wishing her a happy birthday &amp; help us beat Jim Inhofe. Donate  $3.10 or $31 now. https://t.co/B6gXcCJBcd https://t.co/jZqfpXdxrz,3
167,"These fires are deadly. Please, be ready to safely leave your home if called to evacuate. Help one another, be prepared, and be safe. 
https://t.co/FDXUwqUtI0",2
168,"This story is false. 

I have the antibodies, not the virus. 

Politico DC is barely journalism. 

https://t.co/QuyeZooq7P",1
169,"The agreement between Israel and the UAE is an important step for both nations, the region, and the world. It is my hope this puts an end to talk of annexation and brings Israelis and Palestinians back to direct negotiations. https://t.co/kZAWuyILDG QUOTE @nytopinion: ""The U.A.E. and Israel and the U.S. on Thursday showed — at least for one brief shining moment — that the past does not always have to bury the future, that the haters and dividers don’t always have to win,"" writes @TomFriedman https://t.co/bETLttka6d",3
170,"This is the height of irresponsibility and callousness. #SMH #WearAMaskSaveALife #Vote!
https://t.co/bJGLNCaK5H",1
171,"RT @JasonMillerinDC: Some outlets are reporting AZ has 98% reported - that is wrong - it’s more like 80% or so:

“At least 400K ballots left to count in Arizona, The Republic estimates” https://t.co/0wqkKtl4vx",3
172,"For too long, Big Tech has abused its dominance to engage in anticompetitive behavior and censor conservative voices.
 
It’s time Congress take back its Article I authority to ensure the marketplace of ideas is working for every American. 

https://t.co/ROKN6UsL16",3
173,"The Hyde Amendment, which prevents taxpayer $$ from directly funding abortions, used to enjoy bipartisan support. 

But Democrats have gone so far to the left, they’re considering scrapping it. Read more in my @NRO Op-Ed ⬇️

https://t.co/gemODl3B7z",3
174,"Unflappable &amp; brilliant, Judge Amy Coney Barrett showed the country last week in her Senate confirmation hearing that she will make an outstanding Supreme Court Justice.
 
Read my op-ed in @azcentral on why I’m proud to support her historic confirmation ⬇ https://t.co/tOMxldkJ4I",3
175,Thank you to the Silicon Valley Stonewall Democrats for endorsing my campaign.  https://t.co/j7HDLGWr3Z,2
176,"We all heard Donald Trump insult John McCain &amp; others in ways that make the reports of “losers and suckers” ring true.  Mr President our heroes and their families need help &amp; support, not insults. Our military deserve better. I work to keep our promises.  https://t.co/nelc5dnYpt",1
177,This is awful and I'm glad there has been an arrest. No one should feel at risk of physical harm because of their political beliefs. https://t.co/iA2PNkWdPd,3
178,"Tonight at 7:30, please join @marygayscanlon, so many of our amazing women leaders, and me for a conversation supporting @KyleEvansGay running in SD5! Kyle's race is among the top ones in Delaware this cycle and is a key flip opportunity in our senate!

https://t.co/hw6l3v0qNM",3
179,"The American people should have known about this. My Transparency in Executive Branch Officials’ Finances Act with @RepMaxRose would expand financial disclosure requirements for high-level officials, including the release of 5 years of tax returns from the President. https://t.co/QDpCTq33RV QUOTE @nytimes: President Trump paid $750 in federal income taxes in 2016, and nothing in 10 of the prior 15 years — largely because he reported losing much more money than he made. 

Read the takeaways from our exclusive look at decades of Trump’s tax records. https://t.co/XpNCUbPfDn",1
180,"So great! @SpartonCorp is a leader in the engineering &amp; manufacturing of critical technology for our military.

I was honored to join Sparton to welcome @SECNAV to our area in August. So excited they're now officially calling Volusia County home! 

Welcome to FL6, @SpartonCorp! https://t.co/CnqClpuwmU QUOTE @dbnewsjournal: Sparton Corp., a manufacturer of anti-submarine detection devices for the U.S. Navy and other military customers, is making Volusia County its new home base. https://t.co/JVBQEntxdf",3
181,"RT @markdsatter: Buchanan references Spc. Panipinto, who died last year after his combat vehicle flipped during a road test at Camp Humphreys. 

I wrote about the circumstances surrounding his death last month:
https://t.co/jUYRI8Xdpe",1
182,"FDA must stand by their deadline &amp; promptly remove products that do not comply—protecting kids &amp; public health interests, not Big Tobacco. https://t.co/w9RGTW3oCD QUOTE @TobaccoFreeKids: Today is the #PMTA deadline for e-cig makers to apply to @FDAtobacco to keep their products on the market. The FDA must strongly enforce this – and clear the market of all flavored products, given strong evidence they have driven the youth e-cig epidemic. https://t.co/0ap0AUkUVZ",2
183,"I've said it before &amp; I'll say it again:

What starts in liberal cities trickles down to all of America.

#DefundThePolice is idiotic &amp; dangerous — but we can't simply dismiss it.

The Dem Party has embraced this movement &amp; will push to enact it unless Americans put a stop to it. https://t.co/tW8nk9JFG6 QUOTE @MrAndyNgo: The left-wing Seattle City Council voted successfully today to override a veto by Mayor Jenny Durkan. The city will now move forward with large cuts to the Seattle Police budget in an effort to “defund police.” #BLM #antifa https://t.co/1eGx8aLIIg",2
184,"For many, pregnancy can be life threatening and fatal. Black women are 3-4x more likely to die or have complications than white women. 

Abortion pills are safe and effective according to doctors and scientists. Listen to them, not anti-choice politicians. https://t.co/cTEnnulLbz QUOTE @SenTedCruz: Pregnancy is not a life-threatening illness, and the abortion pill does not cure or prevent any disease. Make no mistake, Mifeprex is a dangerous pill. That’s why 20 of my Republican colleagues and I are urging @US_FDA to classify it as such.
https://t.co/zDZoCKKg9S",3
185,"My bill would extend a life-saving program to reduce the prevalence of diabetes in tribal communities. Hopi Chairman Timothy Nuvangyaoma agrees that we need to pass this legislation.
https://t.co/xbIaYebfbD",1
186,"Today, we recognize &amp; mourn 2 years since the horrific attack at Tree of Life Synagogue in Pittsburgh. We must recommit to ending antisemitism, bigotry, &amp; gun violence. https://t.co/PvBjqD8WRl",1
187,"“You’re exchanging votes for lives”
 
Grateful to those like Olivia Troye who continue to speak out against the lies and deceit committed by this administration. It did not have to be this way. 

https://t.co/YBZyBJaKL9",1
188,"Great work by @AGBecerra to push back against @realDonaldTrump  climate-denying agenda. While Pres Trump ignores science, CA is on fire &amp; first responders are putting their lives on the line to fight the blaze. Open your eyes: #ClimateChange is very real.

https://t.co/3tnoNo99l4",1
189,"Why does @realDonaldTrump
still have Miller working for him? This bigot should not be anywhere near the White House.

https://t.co/CpLEnmGjyz",1
190,"The American people have decided their next president. 

William Barr and Trump’s personal lawyers will not get away with undermining our democratic process. https://t.co/qWt7Dvqwu6 QUOTE @AP: Attorney General William Barr has authorized prosecutors to pursue “substantial allegations” of voting irregularities, if they exist, before the presidential election is certified. The move comes despite there being little evidence of such fraud. https://t.co/9I8lXeQHKi",3
191,"Congrats to Alabama high schools for doing something the @BIG10 &amp; @PAC12 apparently don’t know how to do!

PLAY FOOTBALL!

https://t.co/Z1l3xvCWW8",3
192,"Great news! @amazon is now filling hundreds of jobs at Deltona's new distribution center.

We're grateful Amazon chose our community for this new center. Please share to spread the word to those in need of work during these trying times.
https://t.co/9NJg4Rnaje",1
193,"Members of congressional intelligence committees will continue to receive in-person briefings, like we always have.

By halting Congress-wide briefings, DNI Ratcliffe has taken appropriate steps to stop Democrats from leaking sensitive information. 

https://t.co/CodcRCupgC",1
194,"Biden wants ""China to grow""--but it does so at the expense of American jobs. 

It's time to end the mistake of granting China permanent most-favored-nation status. 

https://t.co/6a1yeZGw4C",2
195,"RT @SteveGuest: I Personally Know How President Trump Pays Respect to Our Fallen Heroes via @mattgaetz 

https://t.co/TYdNmm1Z2f",3
196,"19 years of endless war and trillions of dollars later, we are not any safer. It’s past time to repeal the AUMFS.  
https://t.co/0PjehKoI8n",3
197,"In the middle of a pandemic, Republicans are in court suing to repeal the Affordable Care Act. The health care of millions of Americans is in jeopardy with this rushed confirmation process. Read my op-ed here: https://t.co/JF0LAC1qiQ",3
198,"Beginning TODAY you will be able to apply for or renew health insurance coverage through @C4HCO. This is an opportunity to understand your coverage and compare your current plan with other plans. 

My office can also help answer questions or provide assistance - (303) 274-7944. https://t.co/W9hRSa6IlW QUOTE @DORAColorado: Colo. Div. of Insurance reminds folks that Open Enrollment for indiv health insurance is Nov. 1-Jan. 15. Take time to shop for a plan that’s right for you. Visit https://t.co/EOGSVoHZkX to see options &amp; enroll. More info at: https://t.co/7UYI4mdMG3. #CoDOI #coverCO #getcovered https://t.co/fLATgO7Kp6",3
199,"RT @DonaldJTrumpJr: ""Hunter made 411 trips across 29 countries...many of them appear to be connected to deals that he or his associates either secured or sought with foreign governments and oligarchs.""

New evidence makes Hunter Biden’s ‘business’ deals reek worse than ever

https://t.co/ni5PodyGTX",
200,"In WWII, my father served in Okinawa as a US Army Radio Communications Sergeant, and for the rest of his life, he had so much pride that he served his country. And I had pride in him. America deserves a President who understands the meaning of service.  https://t.co/Ms04YvMja2",3
201,"I am pleased to see local businesses coming together at the Inaugural Arizona COVID-19 Consortium to help slow the spread of #COVID19 in our community &amp;  highlight new technologies we have available to create a safer &amp; healthier society. 
Read more here⬇️ 
https://t.co/6eRPuzlcPx",1
202,"Floridians broke every record in the book on the opening day of early voting, now we just need to keep it up. Early voting ends Nov 1 and #ElectionDay is Nov 3, have you made your plan to vote yet?
https://t.co/mbhMHXmIRe",1
203,"For years, Republicans have rigged the economy against #WorkingFamilies as they lined their own pockets.

@SenSanders &amp; I are fighting back with our For The 99.8% Act to expand the #EstateTax &amp; ensure the rich pays their fare share!

Join me &amp; @PatrioticMills this Thursday ⬇️ https://t.co/kuZHqgKrDn QUOTE @PatrioticMills: 🚨LAUNCHING THIS WEEK: Tax the Rich / Save America Virtual Roadshow!

➣ Oct. 14 at 12:30PM ET w/@RepBillFoster
➣ Oct. 14 at 2PM ET w/@RepCohen
➣ Oct. 15 at 4PM ET w/@RepJimmyGomez
➣ Oct. 16 at 2PM ET w/@RepJayapal

Register now at https://t.co/R10qktNWE9 https://t.co/XsjNXcfEC5",2
204,"This Saturday, the Forsyth County Public Library will be holding its annual Special Needs Resource Fair for families with special needs children and adults--incredible members of our 7th District community. 

Tune in at 10AM using the link below: 
https://t.co/kDYSwciOYV",2
205,"A Biden Administration will preside over the fascist phenomenon known as the “cancel culture.

My op-ed on the radical nature of a Biden Administration: https://t.co/yQA716WwJZ",Nan
206,"RT @janschakowsky: Don’t believe @realDonaldTrump and @SenateGOP when they say they are fighting for you when it comes to #COVID19 relief. They’re fighting for corporations to be protected in this pandemic, not you! https://t.co/8SUabwmTET",2
207,"▪️Illegal
▪️Unauthorized
▪️Deceptive
▪️Immoral
▪️Complete BS

That’s how I’d describe these fake ballot boxes @CAGOP staged across California. And making matters worse, they REFUSE to take them down! This, folks, is flagrant #VoterSupression. And it has no place in our Democracy. https://t.co/geLZJFeFPk QUOTE @VICENews: The California Republican Party admitted to planting fake ballot boxes, and refuses to remove them. https://t.co/Rue7gNH0i4",3
208,"RT @ChrisCoons: To protect our institutions, we should fill Justice Ginsburg’s seat in January. https://t.co/XX9qAvNh5A",Nan
209,"VA Secretary Robert Wilkie is claiming that delays in veterans’ mailed prescriptions are a “conspiracy theory.” 

Mr. Secretary, I invite you to speak with my constituents who have told me firsthand they are experiencing delays. #SaveUSPS
https://t.co/pg8jPA5SP8",2
210,"Supervisor Solis @HildaSolis  is hosting FREE Rapid Result COVID-19 Testing on Saturday, October 17, 2020. Results in only 15 minutes! Visit: https://t.co/LNrfxmZ7ty to register. https://t.co/D1YW0pBpNr",3
211,"God bless PFC Brodin and the Greatest Generation!
https://t.co/nwMpyieVk3",Nan
212,"GREAT NEWS: @amazon has completed its new distribution center in Deltona!

We're beyond excited &amp; thankful to have Amazon invest in our area, especially during these trying times.

Can't wait until the official opening this November!
https://t.co/sC2FgGzb4E",1
213,"4/ Whether he knows it or not, Giuliani is effectively a Russian asset now. It’s almost certain that any anti-Biden info he has is fed to him by Derkach and Russian intel. 

This should be patently obvious to any reporter worth his or her salt. 
https://t.co/PWPRBRGALU",Nan
214,"How BAD was election night news media? Fox News’ Martha MacCallum: “Fox News...project(s) Democrats will retain control of the House of Representatives and expand their majority by at least five seats.”

FACT: GOP GAINED 8 seats so far, with 6 undecided.

https://t.co/wgoNqtmB5K",1
215,RT @sccounty: No-cost lodging for evacuees may be available through @Airbnb. Visit https://t.co/yoVWKzmlQS to enroll and learn more.,2
216,"RT @AlfaFarmers: FARMERS: We have resources to help you in the wake of Hurricane Sally.

Visit this link for help: https://t.co/VtROJLLheG

And this link to help the Federation track damage: https://t.co/W82H1beCz3 https://t.co/d5jhByGpc4",Nan
217,"Dr. Fauci’s loyalty is to truth, science, and the American people. Just as it should be.

We could have saved tens of thousands of lives if Trump listened to him. We still can.

But for Trump, truth isn’t truth, science is suspect, and personal interest comes before saving lives. https://t.co/k0w5bJuCGW QUOTE @CNNPolitics: White House unleashes on Dr. Anthony Fauci after his criticism of Dr. Scott Atlas and President Trump's pandemic response https://t.co/sA3ALNCAST https://t.co/CN0VDgUgc6",2
218,"Our economy is coming back in a big way!
https://t.co/KHk5QgNVL0",1
219,"RT @CoryBooker: Amen @brianschatz We are so close to the goal. 

Please pitch in if you can. 

https://t.co/HjnzMRsbrH https://t.co/INFL5owYiM",1
220,"RT @landsbaumshell: .@abigailtracy got an exclusive preview of @mattgaetz’s book, which is sort of what you’d think it would be but also not at all https://t.co/gLviZyOtfY via @VanityFair",1
221,"If you missed the deadline to register to vote online, you can still do it in person at a county elections office or vote center up until the day of the election. https://t.co/ABBwgtnizq",2
222,"Equality is the cornerstone of dignity in our country. I’m honored to receive a perfect score from @HRC on their Congressional Scorecard and will continue championing LGBTQ+ rights until true equality is achieved! #HRCscorecard
https://t.co/HPJvULa0ri https://t.co/UMNkEQYrip",2
223,"📫📦 #TampaBay values and relies on #USMail for deliveries, medicine, supplies and vote-by-mail ballots. I won’t let ⁦@realDonaldTrump⁩ undermine our postal service!

I’ll stand up for my neighbors during covid19 and every day 🔥 #DontMessWithUSPS  https://t.co/qsotkYKoD7",2
224,Thank you @CouncilmanViera for standing up for our neighbors!  I will be very interested in the owner’s “bias for action” to ensure apartments are safe and clean for families. https://t.co/IhGbpBqTVL QUOTE @CouncilmanViera: Living conditions as alleged with these apartments are detestable - and it’s right here in Tampa. Looking forward to meeting with the property owners and talking about how they can do better by the residents. https://t.co/dmtZreFIy2,2
225,"Clinesmith’s lawyer claims “it was never his intent to mislead the court.”

Just like Hillary Clinton claimed she didn’t intend to hide her emails.

Then we found out about BleachBit...

https://t.co/AtSc0IHyCs",1
226,"Absolutely horrific allegations. Forced sterilization has a long and dark history in our country and this must be investigated immediately. https://t.co/oUNOCIhWNv QUOTE @JoeBiden: If this reporting is true, this complaint is deeply concerning and needs to be independently investigated immediately. These women are entitled to be treated with dignity and respect. Practices like this would end in a Biden Administration. https://t.co/Yrf3qW5f7E",3
227,The FDA has fully approved the first drug to treat COVID-19. A study by the NIH has proven that remdesivir has cut the virus recovery time by 5 days on average. Improved therapeutics are helping us drive down the length of hospital stays and death rates. https://t.co/GbXJ1tnnxf,2
228,Do we live in China? Why is @POTUS surveilling voters as they drop off their ballots. Why is that legal?  https://t.co/an5sgkwUAh,2
229,.@lift_rise is offering rental assistance for Riverside County residents using #CARESAct funding. Applications are now open at https://t.co/Tf0IspCN8F or by calling 2-1-1. https://t.co/b28F0yae7W,2
230,"RT @JoeBiden: Tonight we saw that Americans are ready to come together, and that we the people can overcome these crises and emerge stronger than ever. 

Chip in to help us beat Donald Trump and set our nation on a new path. #DemConvention 

https://t.co/mSBDdj70eu",Nan
231,"Last year, I held the first-ever House hearing on Missing &amp; Murdered Indigenous Women.

This week, the House passed Savanna’s Act and the Not Invisible Act by voice vote, taking key first steps to combat this crisis.

We can’t let up in our fight to protect Native women &amp; girls. https://t.co/jhVcxYhSaQ QUOTE @TeenVogue: The House finally passed Savanna's Act to help address the epidemic of violence Indigenous women face. https://t.co/mvCLembriK",1
232,"GA NEWS: The Port of Savannah is the top port for U.S. exports in the first 5 months of 2020.
 
Thank you @GovKemp @GaPorts for your leadership in positioning our great state as a resilient &amp; powerful economic leader in trade &amp; beyond, even amid COVID. https://t.co/qJEFs9hdn8",2
233,"Did you spy a fiery red star close to the moon last night?

This #WorldSpaceWeek, look up at the sky to see Mars as close as it'll get to the Earth for the next 15 years!
https://t.co/3Clfcq5iVU",2
234,"The American people benefit from a secure food system. We need to keep it that way. That’s why we’ve introduced the Agricultural Intelligence Measures Act, which would protect our agriculture system by creating an intelligence office within the @USDA. https://t.co/YQ35aGWjwS",1
235,RT @blkahn: Not to alarm anyone but California now has its first 1 million acre fire in modern history https://t.co/hdksq0kLIX,2
236,RT @NickMillerMAGA: “This book is your invitation to the front lines of our fight.” #Firebrand ⁦@Reagan_Library⁩ ⁦⁦@RonaldReagan⁩ ⁦@mattgaetz⁩  https://t.co/kQktIAIitj,3
237,"Now, more than ever, Americans need lower prescription drug costs at the pharmacy counter. It's time to pass our bill to hold Big Pharma accountable and get Americans the lifesaving drugs they need, at a price they can afford.
https://t.co/fKzKs285d1",Nan
238,"Seriously! Americans should not have to remind Chad Wolfe that he is the Acting Secretary of HOMELAND Security, NOT Russian or Trump Security, which, frankly, at this point, is more or less synonymous. https://t.co/B0dtEINvXy",1
239,"It's #NationalPreparednessMonth! Are you prepared? Get ready in 5 easy steps:

✅ Sign-up for alerts
✅ Make a plan
✅ Pack a go-bag
✅ Build a stay box
✅ Help friends &amp; neighbors get ready

Learn more from @ListosCA ⬇️

https://t.co/ePsUTXUOHE",2
240,"RT @BrookingsGov: Today at 2pm ET, Sen. @ChrisMurphyCT will join us to discuss his new book, “The Violence Inside Us,” America's fixation with firearms, and more.

Register to watch his conversation with @SociologistRay: https://t.co/XxwAbw1u6F",3
241,"The Black community understands just how critical this election is—because we are living the consequences of the last election every day. 

So on the first National #BlackVoterDay, it’s up to us to act. To participate. To vote. Let’s do this. https://t.co/qWTjMIn1k1",Nan
242,RT @kurteichenwald: I just donated to @mjhegar's campaign to help @ChrisMurphyCT and @BrianSchatz flip the Senate. MJ's can win the race for Senate in Texas! https://t.co/Z5Ro4h0KaZ,1
243,"RT @JoeBiden: Donald Trump is right, this is the most important election in the history of our country.

Chip in to help us get him out of the White House: https://t.co/1Ve0clLACI",2
244,"Our Founders gave us the words “We, the People,” and the political agency to breathe life into those words. 

And we, the people, are just fine with America’s monuments located in D.C. https://t.co/h7yjovKFoQ",1
245,"Whether you plan to vote by mail, vote early in-person, or at the polls with your mask on Election Day, remember that your vote is your voice—make sure that you are heard. Tune in now to the first stop of the CBC’s virtual bus tour to get out the vote. https://t.co/OauHO5DcTJ",3
246,"Alex Trebek was a cultural icon and a fixture in households across America for decades. 

His comforting and inquisitive presence on our TV screens every night will be truly missed. May he Rest In Peace. https://t.co/yqExneNAEF QUOTE @nytimes: Alex Trebek, who hosted “Jeopardy!” for a record-setting 36 years, died on Sunday. He was 80. https://t.co/7gOXXQtp6K",Nan
